reviewed,word
ѹ҆-то.лѧ́-ю-щи,ѹ҆-то.лѧ́-ю-щи
ѹ҆-то.лѧ́-ѧй,ѹ҆-то.лѧ́-ѧй
ѹ҆́.тра,ѹ҆́.тра
ѹ҆́-тре-н*ю,ѹ҆́-тре-н*ю
ѹ҆́-тре-н*ю.емъ,ѹ҆́-тре-н*ю.емъ
ѹ҆́-тре-н*ю.етъ,ѹ҆́-тре-н*ю.етъ
ѹ҆́-тре-н*ю-ю,ѹ҆́-тре-н*ю-ю
ѹ҆́-тре-н*ю-ю-ща,ѹ҆́-тре-н*ю-ю-ща
ѹ҆́-тре-н*ю-ю-ще,ѹ҆́-тре-н*ю-ю-ще
ѹ҆́-тре-н*ю-ю-щихъ,ѹ҆́-тре-н*ю-ю-щихъ
ѹ҆́-тре-н*ю-ю-щымъ,ѹ҆́-тре-н*ю-ю-щымъ
ѹ҆́-тре-н*ю.ѧ,ѹ҆́-тре-н*ю.ѧ
ѹ҆́.трꙋ,ѹ҆́.трꙋ
ѹ҆́.трѣ,ѹ҆́.трѣ
ѹ҆́.хо,ѹ҆́.хо
ѹ҆*чт҃ль,ѹ҆*чт҃ль
ѹ҆*чт҃лю,ѹ҆*чт҃лю
ѹ҆-ѧ*з.вѝ,ѹ҆-ѧ*з.вѝ
ѹ҆-ѧ-с*ни́лъ,ѹ҆-ѧ-с*ни́лъ
фа-ра.ѡ́-на,фа-ра.ѡ́-на
фа-ра.ѡ́-ни,фа-ра.ѡ́-ни
фа-ра.ѡ-ни́т-ско-е,фа-ра.ѡ-ни́т-ско-е
фа-ра.ѡ́-но-ва,фа-ра.ѡ́-но-ва
фа-ра.ѡ́-но-во,фа-ра.ѡ́-но-во
фа-ра.ѡ́-но-вꙋ,фа-ра.ѡ́-но-вꙋ
фа-ра.ѡ́-но-вы,фа-ра.ѡ́-но-вы
фа-ра.ѡ́-нѡ-вы,фа-ра.ѡ́-нѡ-вы
фа-ра.ѡ́-но-вымъ,фа-ра.ѡ́-но-вымъ
фа-ра.ѡ́-нꙋ,фа-ра.ѡ́-нꙋ
фа-ра.ѡ́нъ,фа-ра.ѡ́нъ
фа-ра.ѡ́-нѧ,фа-ра.ѡ́-нѧ
фї-ла.ре́тъ,фї-ла.ре́тъ
фї-лі́п.па,фї-лі́п.па
фї-лі́п.пе,фї-лі́п.пе
фї.лїп.пи-сі́-ємъ,фї.лїп.пи-сі́-ємъ
фї.ло-ло́гъ,фї.ло-ло́гъ
фї.ло-ѳе́й,фї.ло-ѳе́й
фї.лꙋ-ме́нъ,фї.лꙋ-ме́нъ
фѡ.ті́нъ,фѡ.ті́нъ
фран.цꙋ́з-скїй,фран.цꙋ́з-скїй
фрон.та́-сїй,фрон.та́-сїй
фꙋ́н.ти,фꙋ́н.ти
фꙋр.тꙋ-на́тъ,фꙋр.тꙋ-на́тъ
хал.де́й-ска-ѧ,хал.де́й-ска-ѧ
хал.де́й-скїй,хал.де́й-скїй
хал.де́й-скї-ѧ,хал.де́й-скї-ѧ
хал.де́й-скꙋ-ю,хал.де́й-скꙋ-ю
хал.де́й-стѣй,хал.де́й-стѣй
хал.де́й-стѣмъ,хал.де́й-стѣмъ
ха-на.а́-ни,ха-на.а́-ни
ха-на.а́-ню,ха-на.а́-ню
ха-на.не́-а,ха-на.не́-а
ха́н.ды-га,ха́н.ды-га
ха-ра-ла́*м.пїй,ха-ра-ла́*м.пїй
хѡ.ри́-вѣ,хѡ.ри́-вѣ
х*рї-са́нѳъ,х*рї-са́нѳъ
х*рї-ста́,х*рї-ста́
х*рї-ста̀,х*рї-ста̀
х*рї-сте́,х*рї-сте́
х*рї-стѐ,х*рї-стѐ
х*рї-стї-а́-нинъ,х*рї-стї-а́-нинъ
х*рї-стї-а́-нѡмъ,х*рї-стї-а́-нѡмъ
х*рї-стї-а́н-скїй,х*рї-стї-а́н-скїй
х*рї-стї-а́нъ,х*рї-стї-а́нъ
х*рї-сто́-ва,х*рї-сто́-ва
х*рї-сто́-ви,х*рї-сто́-ви
х*рї-сто́-во,х*рї-сто́-во
х*рї-сто́-вꙋ,х*рї-сто́-вꙋ
х*рї-сто́въ,х*рї-сто́въ
х*рї-сто́съ,х*рї-сто́съ
х*рї-сто-фо́ръ,х*рї-сто-фо́ръ
х*рї-стꙋ̀,х*рї-стꙋ̀
х*ꙋ-до́-же-ства,х*ꙋ-до́-же-ства
х*ꙋ-до́-же-ство,х*ꙋ-до́-же-ство
х*ꙋ́-дость,х*ꙋ́-дость
ца-рє́.вы,ца-рє́.вы
ца́р*ствъ,ца́р*ствъ
це́р.квамъ,це́р.квамъ
це́р.кве,це́р.кве
це́р.кви,це́р.кви
цер-ков-но-сло-ве́н-скїй,цер-ко.вно-сло-ве́н-скїй
цѣ́.ла,цѣ́.ла
цѣ́.ло,цѣ́.ло
цѣ-ло-мꙋ́.дрї-е,цѣ-ло-мꙋ́.дрї-е
цѣ-ло-мꙋ́.д*рї-емъ,цѣ-ло-мꙋ́.д*рї-емъ
цѣ-ло-мꙋ́.дрї-и,цѣ-ло-мꙋ́.дрї-и
цѣ-ло-мꙋ́.дрї-ю,цѣ-ло-мꙋ́.дрї-ю
цѣ-ло-мꙋ́.д*рї-ѧ,цѣ-ло-мꙋ́.д*рї-ѧ
цѣ́.лꙋ,цѣ́.лꙋ
цѣль-бо.но́с-но-мꙋ,цѣль-бо.но́с-но-мꙋ
цѣ́.нꙋ,цѣ́.нꙋ
че-ло-ве́.кѡмъ,че-ло-ве́.кѡмъ
че-ло-вѣ-ко.лю́-бецъ,че-ло-вѣ-ко.лю́-бецъ
че-ло-вѣ-ко.лю́-бї-е,че-ло-вѣ-ко.лю́-бї-е
че-ло-вѣ-ко.лю́-бї-емъ,че-ло-вѣ-ко.лю́-бї-емъ
че-ло-вѣ-ко.лю́-бї-ю,че-ло-вѣ-ко.лю́-бї-ю
че-ло-вѣ-ко.лю́-бї-ѧ,че-ло-вѣ-ко.лю́-бї-ѧ
че-ло-вѣ-ко.лю́б-ца,че-ло-вѣ-ко.лю́б-ца
че-ло-вѣ-ко.лю́б-цꙋ,че-ло-вѣ-ко.лю́б-цꙋ
че-ло-вѣ-ко.лю́б-че,че-ло-вѣ-ко.лю́б-че
че-ло-вѣ-ко.ꙋ.бі́й-цы,че-ло-вѣ-ко.ꙋ.бі́й-цы
че-ло-вѣ-ко.лю́б-нѡ,че-ло-вѣ-ко.лю́б-нѡ
чер*м.но́-е,чер*м.но́-е
чер*м-нꙋ́-ю,чер*м-нꙋ́-ю
чер*м-нѣ́мъ,чер*м-нѣ́мъ
че*ст.во-ва́-ти,че*ст.во-ва́-ти
че*ст.вꙋ́-ю-щымъ,че*ст.вꙋ́-ю-щымъ
че*ст.вꙋ́-ю-щы-ѧ,че*ст.вꙋ́-ю-щы-ѧ
че.тве-ро.д*не́в-на,че.тве-ро.д*не́в-на
че.тве-ро-пѣ́.снецъ,че.тве-ро-пѣ́.снецъ
че.тве́р-та-гѡ,че.тве́р-та-гѡ
че.тве́р-та-ѧ,че.тве́р-та-ѧ
че.твер-тка̀,че.твер-тка̀
че.твер-ткꙋ̀,че.твер-ткꙋ̀
че.тве́р-то-е,че.тве́р-то-е
че.твер-то́къ,че.твер-то́къ
че.тве́р.тꙋ-ю,че.тве́р.тꙋ-ю
че.тве́р-тый,че.тве́р-тый
че́.т*верть,че́.т*верть
че.ты́-ре,че.ты́-ре
че.ты́-ре-де-сѧ-те,че.ты́-ре-де-сѧ-те
че.ты́-ре-де-сѧ-ти,че.ты́-ре-де-сѧ-ти
че.ты-ре-де-сѧ́т-ни-цꙋ,че.ты-ре-де-сѧ́т-ни-цꙋ
че.ты-ре-де-сѧ́т-ни-цы,че.ты-ре-де-сѧ́т-ни-цы
че.ты-ре-де-сѧ-то.д*не́в-ный,че.ты-ре-де-сѧ-то.д*не́в-ный
че.ты́-ре-де-сѧть,че.ты́-ре-де-сѧть
че.ты́-ремъ,че.ты́-ремъ
че.ты́-ре-ста,че.ты́-ре-ста
че.ты́-рехъ,че.ты́-рехъ
че.ты́-ри,че.ты́-ри
чи-но-на-ча̑.лї-ѧ,чи-но-на-ча̑.лї-ѧ
чл҃вѣ-ко.лю́-бецъ,чл҃вѣ-ко.лю́-бецъ
чл҃вѣ-ко.лю́-бї-е,чл҃вѣ-ко.лю́-бї-е
чл҃вѣ-ко.лю́-бї-емъ,чл҃вѣ-ко.лю́-бї-емъ
чл҃вѣ-ко.лю́-бї-ѧ,чл҃вѣ-ко.лю́-бї-ѧ
чл҃вѣ-ко.лю́б-нѡ,чл҃вѣ-ко.лю́б-нѡ
чл҃вѣ-ко.лю́б-но-е,чл҃вѣ-ко.лю́б-но-е
чл҃вѣ-ко.лю́б-ца,чл҃вѣ-ко.лю́б-ца
чл҃вѣ-ко.лю́б-цꙋ,чл҃вѣ-ко.лю́б-цꙋ
чл҃вѣ-ко.лю́б-че,чл҃вѣ-ко.лю́б-че
ч*ле-но́в-ны-ми,ч*ле-но́в-ны-ми
ч*тє́-нї-ѧ,ч*тє́-нї-ѧ
ч*тꙋ́т-сѧ,ч*тꙋ́т-сѧ
ч*тꙋ́тъ,ч*тꙋ́тъ
ч*тꙋ́-ще,ч*тꙋ́-ще
ч*тꙋ́-щихъ,ч*тꙋ́-щихъ
ч*тꙋ́-щї-и,ч*тꙋ́-щї-и
ч*тꙋ́-щымъ,ч*тꙋ́-щымъ
ч*тꙋ́-щы-ѧ,ч*тꙋ́-щы-ѧ
чꙋ́в*ствъ,чꙋ́в*ствъ
чꙋ́.да,чꙋ́.да
чꙋ́.денъ,чꙋ́.денъ
чꙋ́.до,чꙋ́.до
чꙋ́.дꙋ,чꙋ́.дꙋ
чꙋ́.жде,чꙋ́.жде
чѣ-ло-вѣ-ко.лю́-бецъ,чѣ-ло-вѣ-ко.лю́-бецъ
чѣ-ло-вѣ-ко.лю́-бї-е,чѣ-ло-вѣ-ко.лю́-бї-е
чѣ-ло-вѣ-ко.лю́б-че,чѣ-ло-вѣ-ко.лю́б-че
ю҆.а̑-ни,ю҆.а̑-ни
ю҆.а̑.нѧ,ю҆.а̑.нѧ
ю҆́з.ни-ки,ю҆́з.ни-ки
ю҆́.зы,ю҆́.зы
ꙗ҆.вѝ,ꙗ҆.вѝ
ꙗ҆в.ле́й,ꙗ҆в.ле́й
ꙗ҆в.ле́й-сѧ,ꙗ҆в.ле́й-сѧ
ꙗ҆в.ле́-нї-е,ꙗ҆в.ле́-нї-е
ꙗ҆в.ле́-нї-емъ,ꙗ҆в.ле́-нї-емъ
ꙗ҆в.ле́-нї-и,ꙗ҆в.ле́-нї-и
ꙗ҆в.ле́-нї-ю,ꙗ҆в.ле́-нї-ю
ꙗ҆в.ле́-нї-ѧ,ꙗ҆в.ле́-нї-ѧ
ꙗ҆в.ле́н-нѡ,ꙗ҆в.ле́н-нѡ
ꙗ҆в.ле́-но,ꙗ҆в.ле́-но
ꙗ҆в.лѧ́-ет-сѧ,ꙗ҆в.лѧ́-ет-сѧ
ꙗ҆в.лѧ́-етъ,ꙗ҆в.лѧ́-етъ
ꙗ҆в.лѧ́-е-ши,ꙗ҆в.лѧ́-е-ши
ꙗ҆в.лѧ́-е-ши-сѧ,ꙗ҆в.лѧ́-е-ши-сѧ
ꙗ҆в.лѧ́-ше,ꙗ҆в.лѧ́-ше
ꙗ҆в.лѧ́-ют-сѧ,ꙗ҆в.лѧ́-ют-сѧ
ꙗ҆в.лѧ́-ю-ща-ѧ,ꙗ҆в.лѧ́-ю-ща-ѧ
ꙗ҆в.лѧ́-ю-щи,ꙗ҆в.лѧ́-ю-щи
ꙗ҆в.лѧ́-ю-щих-сѧ,ꙗ҆в.лѧ́-ю-щих-сѧ
ꙗ҆в.лѧ́-ющь,ꙗ҆в.лѧ́-ющь
ꙗ҆в.лѧ́-ѧ,ꙗ҆в.лѧ́-ѧ
ꙗ҆в.лѧ́-ѧй,ꙗ҆в.лѧ́-ѧй
ꙗ҆в.лѧ́-ѧ-сѧ,ꙗ҆в.лѧ́-ѧ-сѧ
ꙗ҆.вѧ́т-сѧ,ꙗ҆.вѧ́т-сѧ
ꙗ҆́*з.ва,ꙗ҆́*з.ва
ꙗ҆́*з.ва.ми,ꙗ҆́*з.ва.ми
ꙗ҆́*з.вамъ,ꙗ҆́*з.вамъ
ꙗ҆́з.вꙋ,ꙗ҆́з.вꙋ
ѧ҆-зы-ко.вре́-дї-е,ѧ҆-зы-ко.вре́-дї-е
ѧ҆-зы-ко.ѻ-г*не-ѡ-бра́з-на-ѧ,ѧ҆-зы-ко.ѻ-г*не-ѡ-бра́з-на-ѧ
ꙗ҆-ко.ва̀,ꙗ҆-ко.ва̀
ꙗ҆-ко.ва́-гѡ,ꙗ҆-ко.ва́-гѡ
ꙗ҆-ко.вы́й,ꙗ҆-ко.вы́й
ꙗ҆.пѡ́-нї-а,ꙗ҆.пѡ́-нї-а
ꙗ҆.пѡ́н-ска-ѧ,ꙗ҆.пѡ́н-ска-ѧ
ꙗ҆.пѡ́н-скихъ,ꙗ҆.пѡ́н-скихъ
ꙗ҆.пѡ́н-скїй,ꙗ҆.пѡ́н-скїй
ꙗ҆.пѡ́н-скї-ѧ,ꙗ҆.пѡ́н-скї-ѧ
ꙗ҆.пѡ̑н-скї-ѧ,ꙗ҆.пѡ̑н-скї-ѧ
ꙗ҆.пѡ̑н-стѣ-и,ꙗ҆.пѡ̑н-стѣ-и
ꙗ҆.рѧ́-ща-сѧ,ꙗ҆.рѧ́-ща-сѧ
ꙗ҆́.снѡ,ꙗ҆́.снѡ
ꙗ҆́.снѣ,ꙗ҆́.снѣ
ꙗ҆.снѣ́й-ше,ꙗ҆.снѣ́й-ше
ѯе́.нї-е,ѯе́.нї-е
ѳа.вѡ́р-ска-ѧ,ѳа.вѡ́р-ска-ѧ
ѳа.вѡ́р-скꙋ-ю,ѳа.вѡ́р-скꙋ-ю
ѳа.вѡ́р-стѣй,ѳа.вѡ́р-стѣй
ѳа.вѡ́ръ,ѳа.вѡ́ръ
ѳа.вѡ́-рѣ,ѳа.вѡ́-рѣ
ѳе.а-ге́нъ,ѳе.а-ге́нъ
ѳе-о́.г*нїй,ѳе-о́.г*нїй
ѳе.о́-дѡ*ра,ѳе.о́-дѡ*ра
ѳе.о́-дѡ*ре,ѳе.о́-дѡ*ре
ѳе.о́-дѡ-ро*в.нꙋ,ѳе.о́-дѡ-ро*в.нꙋ
ѳе.о́-дѡ-ро*в.нѣ,ѳе.о́-дѡ-ро*в.нѣ
ѳе.о́-дѡ-ромъ,ѳе.о́-дѡ-ромъ
ѳе.о́-дѡ-рꙋ,ѳе.о́-дѡ-рꙋ
ѳе.о́-дѡръ,ѳе.о́-дѡръ
ѳе.о-кті́-сте,ѳе.о-кті́-сте
ѳе.о-кті́стъ,ѳе.о-кті́стъ
ѳе-ѡ́.на,ѳе-ѡ́.на
ѳе.о-те́кнъ,ѳе.о-те́кнъ
ѳес.са-ло-ни́т-ска-ѧ,ѳес.са-ло-ни́т-ска-ѧ
ѳѡ.мо̀,ѳѡ.мо̀
ѵ҆-пе-ре́.хїй,ѵ҆-пе-ре́.хїй
ѵ҆-по-ста́*с-но-е,ѵ҆-по-ста́*с-но-е
ѵ҆-по-ста́*с-но-ю,ѵ҆-по-ста́*с-но-ю
ѵ҆-по-ста́*с-нꙋ-ю,ѵ҆-по-ста́*с-нꙋ-ю
ѵ҆с.сѡ́-помъ,ѵ҆с.сѡ́-помъ
